year,county,hospital,total,cesarean_total,cesarean_repeat,vbac
2009,CRAWFORD,TITUSVILLE AREA HSP,206,58,23,6
2009,CUMBERLAND,CARLISLE REGIONAL MEDICAL CENTER,376,118,29,1
2009,CUMBERLAND,HOLY SPIRIT HSP,1178,254,100,48
2009,DAUPHIN,MILTON S HERSHEY MEDICAL CENTER,1660,632,248,30
2009,DAUPHIN,PINNACLE HEALTH HOSPITALS,4224,1383,469,11
2009,DELAWARE,CROZER CHESTER MEDICAL CENTER,2101,729,308,28
2009,DELAWARE,DELAWARE COUNTY MEMORIAL HSP,1628,437,178,39
2009,DELAWARE,RIDDLE MEMORIAL HSP,880,273,122,5
2009,ELK,ELK REGIONAL HEALTH CENTER,153,55,27,1
2009,ERIE,CORRY MEMORIAL HSP,1,0,0,0
2009,ERIE,HAMOT MEDICAL CENTER,898,372,171,8
2009,ERIE,MILLCREEK COMMUNITY HSP,160,53,20,4
2009,ERIE,SAINT VINCENT HEALTH CENTER,2427,891,350,36
2009,FAYETTE,UNIONTOWN HSP,985,318,118,6
2009,FRANKLIN,CHAMBERSBURG HSP,1334,410,179,19
2009,FRANKLIN,WAYNESBORO HSP,462,118,39,8
2009,HUNTINGDON,J C BLAIR MEMORIAL HSP,306,82,39,6
2009,INDIANA,INDIANA REGIONAL MEDICAL CENTER,655,153,60,10
2009,JEFFERSON,PUNXSUTAWNEY AREA HSP,128,42,11,0
2009,LACKAWANNA,MOSES TAYLOR HSP,2737,1011,341,21
2009,LANCASTER,EPHRATA COMMUNITY HSP,933,259,91,39
2009,LANCASTER,HEART OF LANCASTER REG MEDICAL CENTER,355,144,44,2
2009,LANCASTER,LANCASTER GENERAL HSP,4882,1567,623,93
2009,LAWRENCE,ELLWOOD CITY HSP,263,98,46,1
2009,LAWRENCE,JAMESON MEMORIAL HSP,494,151,60,5
2009,LEBANON,GOOD SAMARITAN HSP,890,298,116,9
2009,LEHIGH,LEHIGH VALLEY HSP,3941,1145,340,95
2009,LEHIGH,SACRED HEART HSP,264,78,39,1
2009,LEHIGH,ST LUKES HSP ALLENTOWN,1541,516,230,39
2009,LEHIGH,ST LUKES HSP BETHLEHEM,2731,951,376,63
2009,LUZERNE,GEISINGER WYOMING VALLEY MEDICAL CTR,1212,442,210,14
2009,LUZERNE,HAZLETON GENERAL HSP,585,206,97,3
2009,LUZERNE,NESBITT MEMORIAL HSP,1445,557,179,12
2009,LYCOMING,WILLIAMSPORT HSP & MEDICAL CENTER,1122,361,116,12
2009,MCKEAN,BRADFORD REGIONAL MEDICAL CENTER,321,119,41,0
2009,MERCER,GROVE CITY MEDICAL CENTER,264,97,24,0
2009,MERCER,SHARON REGIONAL HEALTH SYSTEM,369,96,36,6
2009,MERCER,SHENANGO VALLEY MEDICAL CENTER,663,191,51,8
2009,MIFFLIN,LEWISTOWN HSP,517,149,78,13
2009,MONROE,POCONO MEDICAL CENTER,769,205,77,15
2009,MONTGOMERY,ABINGTON MEMORIAL HSP,5205,1852,684,77
2009,MONTGOMERY,HOLY REDEEMER HSP & MEDICAL CENTER,2804,1097,416,17
2009,MONTGOMERY,LANSDALE HSP,18,5,0,0
2009,MONTGOMERY,MAIN LINE HSP BRYN MAWR,1933,642,189,24
2009,MONTGOMERY,MAIN LINE HSP LANKENAU,2665,1096,410,21
2009,MONTGOMERY,MERCY SUBURBAN HSP NORRISTOWN,688,268,98,7
2009,MONTGOMERY,MONTGOMERY HSP,815,250,90,23
2009,MONTGOMERY,POTTSTOWN MEMORIAL MEDICAL CENTER,680,241,94,9
2009,MONTOUR,GEISINGER MEDICAL CENTER,1704,693,228,17
2009,NORTHAMPTON,EASTON HSP,704,254,69,2
2009,NORTHUMBERLAND,SHAMOKIN AREA COMMUNITY HSP,1,0,0,1
2009,PHILADELPHIA,ALBERT EINSTEIN MEDICAL CENTER,2976,905,290,67
2009,PHILADELPHIA,ARIA HEALTH,3,0,0,0
2009,PHILADELPHIA,CHESTNUT HILL HSP,1,0,0,0
2009,PHILADELPHIA,CHILDRENS HSP OF PHILADELPHIA,238,144,34,0
2009,PHILADELPHIA,EPISCOPAL HSP,1,0,0,0
2009,PHILADELPHIA,HAHNEMANN UNIVERSITY HSP,2152,570,82,37
2009,PHILADELPHIA,HSP OF THE UNIVERSITY OF PA,4083,1064,439,142
2009,PHILADELPHIA,MERCY PHILADELPHIA HSP,1,0,0,0
2009,PHILADELPHIA,NAZARETH HSP,1,0,0,0
2009,PHILADELPHIA,NORTHEASTERN HSP,628,159,78,8
2009,PHILADELPHIA,PA HSP OF THE UNIVER OF PA HEALTH SYS,4826,1844,611,94
2009,PHILADELPHIA,PENN PRESBYTERIAN MEDICAL CENTER,1,0,0,0
2009,PHILADELPHIA,ST CHRISTOPHERS HSP FOR CHILDREN,1,0,0,0
2009,PHILADELPHIA,TEMPLE UNIVERSITY HSP,3188,1042,237,46
2009,PHILADELPHIA,THOMAS JEFFERSON UNIVERSITY HSP,2146,686,226,34
2009,POTTER,CHARLES COLE MEMORIAL HSP,240,61,34,0
2009,SCHUYLKILL,SCHUYLKILL MEDICAL CTR-S JACKSON ST,1046,345,132,17
2009,SOMERSET,SOMERSET HSP,382,97,24,5
2009,SOMERSET,WINDBER HSP,281,60,27,2
2009,SUSQUEHANNA,BARNES-KASSON COUNTY HSP,76,23,8,0
2009,TIOGA,SOLDIERS & SAILORS MEMORIAL HSP,270,86,29,0
2009,UNION,EVANGELICAL COMMUNITY HSP,1024,396,144,11
2009,VENANGO,UPMC NORTHWEST SENECA,474,137,41,5
2009,WARREN,WARREN GENERAL HSP,358,123,54,3
2009,WASHINGTON,MONONGAHELA VALLEY HSP,1,0,0,0
2009,WASHINGTON,WASHINGTON HSP,1133,222,68,17
2009,WAYNE,WAYNE MEMORIAL HSP,366,103,40,2
2009,WESTMORELAND,EXCELA HEALTH WESTMORELAND REG HSP,1927,501,173,28
2009,YORK,HANOVER HSP,635,180,58,2
2009,YORK,MEMORIAL HSP YORK,627,142,60,7
2009,YORK,YORK HSP,3164,1085,423,53
2009,NA,FREESTANDING BIRTHING CENTER,1579,1,0,40
2009,NA,OTHER**,2365,0,0,73
2008,STATE TOTAL,NA,148464,45822,16221,2486
2008,ADAMS,GETTYSBURG HSP,558,144,56,1
2008,ALLEGHENY,ALLEGHENY GENERAL HSP,1316,638,220,23
2008,ALLEGHENY,ALLE-KISKI MEDICAL CENTER,1,0,0,0
2008,ALLEGHENY,HERITAGE VALLEY SEWICKLEY,888,318,67,9
2008,ALLEGHENY,MAGEE WOMENS HSP OF UPMC HEALTH SYS,9818,2671,588,206
2008,ALLEGHENY,OHIO VALLEY GENERAL HSP,308,114,33,0
2008,ALLEGHENY,ST CLAIR MEMORIAL HSP,1170,441,117,7
2008,ALLEGHENY,UPMC MERCY,1390,457,134,18
2008,ALLEGHENY,UPMC PRESBYTERIAN SHADYSIDE,1,0,0,0
2008,ALLEGHENY,UPMC ST MARGARET,1,0,0,0
2008,ALLEGHENY,WESTERN PA HSP FORBES REGIONAL CAMPUS,944,286,74,10
2008,ALLEGHENY,WESTERN PENNSYLVANIA HSP,2684,841,354,66
2008,ARMSTRONG,ARMSTRONG COUNTY MEMORIAL HSP,691,262,104,9
2008,BEAVER,HERITAGE VALLEY BEAVER,1097,314,73,14
2008,BEDFORD,UPMC BEDFORD,290,104,33,6
2008,BERKS,READING HSP & MEDICAL CENTER,3629,1001,451,104
2008,BERKS,ST JOSEPH MEDICAL CENTER READING,795,200,92,15
2008,BLAIR,ALTOONA REGIONAL HEALTH SYSTEM,1211,334,125,19
2008,BLAIR,NASON HSP,546,162,66,7
2008,BRADFORD,MEMORIAL HSP INC TOWANDA,193,61,19,0
2008,BRADFORD,ROBERT PACKER HSP,747,186,43,9
2008,BUCKS,DOYLESTOWN HSP,1327,544,214,3
2008,BUCKS,GRAND VIEW HSP,1459,509,139,2
2008,BUCKS,LOWER BUCKS HSP,1137,475,197,8
2008,BUCKS,ST MARY MEDICAL CENTER,1775,635,216,8
2008,BUTLER,BUTLER MEMORIAL HSP,763,212,23,4
2008,CAMBRIA,CONEMAUGH VALLEY MEMORIAL HSP,1332,365,165,33
2008,CARBON,GNADEN HUETTEN MEMORIAL HSP,456,132,63,6
2008,CENTRE,MOUNT NITTANY MEDICAL CENTER,1268,336,115,6
2008,CHESTER,BRANDYWINE HSP,239,81,13,0
2008,CHESTER,CHESTER COUNTY HSP,2550,734,290,47
2008,CHESTER,JENNERSVILLE REGIONAL HSP,373,79,41,13
2008,CHESTER,MAIN LINE HSP PAOLI,2232,859,284,17
2008,CHESTER,PHOENIXVILLE HSP COMPANY LLC,1020,291,99,29
2008,CLARION,CLARION HSP,375,201,81,0
2008,CLEARFIELD,CLEARFIELD HSP,231,53,25,1
2008,CLEARFIELD,DUBOIS REGIONAL MEDICAL CENTER,1026,368,98,8
2008,CLINTON,LOCK HAVEN HSP,188,50,10,0
2008,COLUMBIA,BERWICK HSP CENTER,126,52,18,1
2008,COLUMBIA,BLOOMSBURG HSP,303,106,36,5
2008,CRAWFORD,MEADVILLE MEDICAL CENTER,559,175,53,1
2008,CRAWFORD,TITUSVILLE AREA HSP,233,52,27,8
2008,CUMBERLAND,CARLISLE REGIONAL MEDICAL CENTER,395,133,36,2
2008,CUMBERLAND,HOLY SPIRIT HSP,1164,270,106,35
2008,DAUPHIN,MILTON S HERSHEY MEDICAL CENTER,1709,640,232,29
2008,DAUPHIN,PINNACLE HEALTH HOSPITALS,4344,1302,425,15
2008,DELAWARE,CROZER CHESTER MEDICAL CENTER,2053,705,305,31
2008,DELAWARE,DELAWARE COUNTY MEMORIAL HSP,1729,476,180,48
2008,DELAWARE,RIDDLE MEMORIAL HSP,905,297,146,13
2008,ELK,ELK REGIONAL HEALTH CENTER,197,78,31,0
2008,ERIE,CORRY MEMORIAL HSP,1,0,0,0
2008,ERIE,HAMOT MEDICAL CENTER,1014,381,189,9
2008,ERIE,MILLCREEK COMMUNITY HSP,218,65,23,3
2008,ERIE,SAINT VINCENT HEALTH CENTER,2389,899,349,46
2008,FAYETTE,UNIONTOWN HSP,959,303,125,12
2008,FRANKLIN,CHAMBERSBURG HSP,1496,376,164,26
2008,FRANKLIN,WAYNESBORO HSP,497,113,43,10
2008,GREENE,SOUTHWEST REGIONAL MEDICAL CENTER,1,0,0,0
2008,HUNTINGDON,J C BLAIR MEMORIAL HSP,372,103,40,14
2008,INDIANA,INDIANA REGIONAL MEDICAL CENTER,639,145,68,8
2008,JEFFERSON,PUNXSUTAWNEY AREA HSP,135,45,19,0
2008,LACKAWANNA,MOSES TAYLOR HSP,2805,934,316,40
2008,LANCASTER,EPHRATA COMMUNITY HSP,843,234,86,47
2008,LANCASTER,HEART OF LANCASTER REG MEDICAL CENTER,244,89,22,1
2008,LANCASTER,LANCASTER GENERAL HSP,5077,1556,666,83
2008,LAWRENCE,ELLWOOD CITY HSP,285,114,45,1
2008,LAWRENCE,JAMESON MEMORIAL HSP,432,111,45,5
2008,LEBANON,GOOD SAMARITAN HSP,999,293,119,19
2008,LEHIGH,LEHIGH VALLEY HSP,3865,1022,389,120
2008,LEHIGH,SACRED HEART HSP,291,89,41,3
2008,LEHIGH,ST LUKE'S HSP ALLENTOWN,1417,496,192,23
2008,LEHIGH,ST LUKE'S HSP BETHLEHEM,2788,1002,359,54
2008,LUZERNE,GEISINGER WYOMING VALLEY,1116,471,195,10
2008,LUZERNE,HAZLETON GENERAL HSP,614,216,88,3
2008,LUZERNE,NESBITT MEMORIAL HSP,1408,585,186,17
2008,LYCOMING,WILLIAMSPORT HSP & MEDICAL CENTER,1168,373,131,21
2008,MCKEAN,BRADFORD REGIONAL MEDICAL CENTER,305,139,56,0
2008,MERCER,GROVE CITY MEDICAL CENTER,257,86,29,2
2008,MERCER,SHARON REGIONAL HEALTH SYSTEM,390,108,45,7
2008,MERCER,SHENANGO VALLEY MEDICAL CENTER,660,184,53,7
2008,MIFFLIN,LEWISTOWN HSP,560,168,79,14
2008,MONROE,POCONO MEDICAL CENTER,773,197,66,14
2008,MONTGOMERY,ABINGTON MEMORIAL HSP,5143,1778,685,85
2008,MONTGOMERY,CENTRAL MONTGOMERY MEDICAL CENTER,349,103,33,1
2008,MONTGOMERY,HOLY REDEEMER HSP & MEDICAL CENTER,2842,1008,386,30
2008,MONTGOMERY,MAIN LINE HSP BRYN MAWR,1921,653,201,16
2008,MONTGOMERY,MAIN LINE HSP LANKENAU,2220,929,335,19
2008,MONTGOMERY,MERCY SUBURBAN HSP NORRISTOWN,640,230,79,2
2008,MONTGOMERY,MONTGOMERY HSP,693,265,111,11
2008,MONTGOMERY,POTTSTOWN MEMORIAL MEDICAL CENTER,761,239,83,13
2008,MONTOUR,GEISINGER MEDICAL CENTER,1677,628,216,19
2008,NORTHAMPTON,EASTON HSP,636,226,67,4
2008,PHILADELPHIA,ALBERT EINSTEIN MEDICAL CENTER,2810,799,256,91
2008,PHILADELPHIA,CHESTNUT HILL HSP,804,189,46,21
2008,PHILADELPHIA,CHILDRENS HSP OF PHILADELPHIA,94,62,19,1
2008,PHILADELPHIA,FRANKFORD HSP-TORRESDALE,4,0,0,0
2008,PHILADELPHIA,HAHNEMANN UNIVERSITY HSP,1936,538,70,27
2008,PHILADELPHIA,HSP OF THE UNIVERSITY OF PA,4326,1211,435,149
2008,PHILADELPHIA,NORTHEASTERN HSP,1820,420,201,15
2008,PHILADELPHIA,PA HSP OF THE UNIVER OF PA HEALTH SYS,4986,1864,669,99
2008,PHILADELPHIA,TEMPLE UNIVERSITY HSP,2493,761,168,45
2008,PHILADELPHIA,THOMAS JEFFERSON UNIVERSITY HSP,2123,649,230,53
2008,POTTER,CHARLES COLE MEMORIAL HSP,254,59,33,2
2008,SCHUYLKILL,SCHUYLKILL MEDICAL CTR-S JACKSON ST,1178,368,144,6
2008,SCHUYLKILL,ST LUKE'S MINERS MEMORIAL HSP,1,0,0,1
2008,SOMERSET,SOMERSET HSP,389,86,20,4
2008,SOMERSET,WINDBER HSP,312,102,41,3
2008,SUSQUEHANNA,BARNES-KASSON COUNTY HSP,58,17,3,0
2008,SUSQUEHANNA,MONTROSE GENERAL HSP,1,0,0,0
2008,TIOGA,SOLDIERS & SAILORS MEMORIAL HSP,298,93,33,0
2008,UNION,EVANGELICAL COMMUNITY HSP,1056,393,159,18
2008,VENANGO,UPMC NORTHWEST SENECA,500,139,51,8
2008,WARREN,WARREN GENERAL HSP,374,97,48,2
2008,WASHINGTON,WASHINGTON HSP,1096,241,86,18
2008,WAYNE,WAYNE MEMORIAL HSP,346,89,41,5
2008,WESTMORELAND,EXCELA HEALTH FRICK HSP,1,0,0,0
2008,WESTMORELAND,EXCELA HEALTH LATROBE HSP,256,73,22,1
2008,WESTMORELAND,EXCELA HEALTH WESTMORELAND REG HSP,1590,364,137,24
2008,WESTMORELAND,MERCY JEANNETTE HSP,113,39,8,0
2008,WYOMING,TYLER MEMORIAL HSP,209,76,30,1
2008,YORK,HANOVER HSP,634,166,63,3
2008,YORK,MEMORIAL HSP YORK,791,195,81,6
2008,YORK,YORK HSP,3065,1031,386,57
2008,NA,FREESTANDING BIRTHING CENTER,1525,0,0,28
2008,NA,OTHER**,2375,1,0,83
2007,STATE TOTAL,NA,149996,45075,15442,2474
2007,ADAMS,GETTYSBURG HSP,599,156,59,2
2007,ALLEGHENY,ALLEGHENY GENERAL HSP,1322,611,196,26
2007,ALLEGHENY,ALLE-KISKI MEDICAL CENTER,2,0,0,0
2007,ALLEGHENY,HERITAGE VALLEY SEWICKLEY,881,307,58,4
2007,ALLEGHENY,MAGEE WOMENS HSP OF UPMC HEALTH SYS,9619,2487,584,195
2007,ALLEGHENY,OHIO VALLEY GENERAL HSP,363,143,24,3
2007,ALLEGHENY,ST CLAIR MEMORIAL HSP,1162,419,138,10
2007,ALLEGHENY,UPMC MCKEESPORT,1,0,0,0
2007,ALLEGHENY,UPMC MERCY,1562,507,147,22
2007,ALLEGHENY,UPMC PASSAVANT,1,0,0,0
2007,ALLEGHENY,UPMC PRESBYTERIAN SHADYSIDE,1,1,0,0
2007,ALLEGHENY,WESTERN PA HSP FORBES REGIONAL CAMPUS,805,294,101,15
2007,ALLEGHENY,WESTERN PENNSYLVANIA HSP,2532,772,291,53
2007,ARMSTRONG,ARMSTRONG COUNTY MEMORIAL HSP,751,230,78,15
2007,BEAVER,HERITAGE VALLEY BEAVER,1151,267,62,17
2007,BEDFORD,UPMC BEDFORD,266,120,51,3
2007,BERKS,READING HSP & MEDICAL CENTER,3571,985,390,122
2007,BERKS,ST JOSEPH MEDICAL CENTER READING,779,192,64,14
2007,BLAIR,ALTOONA REGIONAL HEALTH SYSTEM,1300,325,97,20
2007,BLAIR,NASON HSP,583,159,58,7
2007,BRADFORD,MEMORIAL HSP INC TOWANDA,235,82,38,4
2007,BRADFORD,ROBERT PACKER HSP,774,128,25,16
2007,BUCKS,DOYLESTOWN HSP,1417,560,230,6
2007,BUCKS,GRAND VIEW HSP,1385,478,146,2
2007,BUCKS,LOWER BUCKS HSP,1047,437,183,12
2007,BUCKS,ST MARY MEDICAL CENTER,1592,558,168,8
2007,BUTLER,BUTLER MEMORIAL HSP,769,218,59,11
2007,CAMBRIA,CONEMAUGH VALLEY MEMORIAL HSP,1423,339,132,33
2007,CARBON,GNADEN HUETTEN MEMORIAL HSP,493,144,73,5
2007,CENTRE,MOUNT NITTANY MEDICAL CENTER,1373,356,121,8
2007,CHESTER,BRANDYWINE HSP,238,79,4,0
2007,CHESTER,CHESTER COUNTY HSP,2523,657,284,37
2007,CHESTER,JENNERSVILLE REGIONAL HSP,417,75,40,17
2007,CHESTER,MAIN LINE HSP PAOLI,2206,788,271,17
2007,CHESTER,PHOENIXVILLE HSP COMPANY LLC,959,273,108,25
2007,CLARION,CLARION HSP,329,176,74,0
2007,CLEARFIELD,CLEARFIELD HSP,254,80,36,2
2007,CLEARFIELD,DUBOIS REGIONAL MEDICAL CENTER,974,316,101,5
2007,CLINTON,LOCK HAVEN HSP,197,57,13,0
2007,COLUMBIA,BERWICK HSP CENTER,136,55,14,0
2007,COLUMBIA,BLOOMSBURG HSP,245,75,29,4
2007,CRAWFORD,MEADVILLE MEDICAL CENTER,607,214,50,3
2007,CRAWFORD,TITUSVILLE AREA HSP,241,60,25,9
2007,CUMBERLAND,CARLISLE REGIONAL MEDICAL CENTER,407,121,38,2
2007,DAUPHIN,MILTON S HERSHEY MEDICAL CENTER,1693,639,217,37
2007,DAUPHIN,PINNACLE HEALTH HOSPITALS,4548,1317,500,27
2007,DELAWARE,CROZER CHESTER MEDICAL CENTER,2008,638,268,19
2007,DELAWARE,DELAWARE COUNTY MEMORIAL HSP,1631,392,157,54
2007,DELAWARE,RIDDLE MEMORIAL HSP,1045,322,148,29
2007,ELK,ELK REGIONAL HEALTH CENTER,219,97,29,1
2007,ERIE,HAMOT MEDICAL CENTER,1206,382,196,10
2007,ERIE,MILLCREEK COMMUNITY HSP,250,82,39,2
2007,ERIE,SAINT VINCENT HEALTH CENTER,2328,845,305,54
2007,FAYETTE,HIGHLANDS HSP,1,0,0,0
2007,FAYETTE,UNIONTOWN HSP,960,320,103,9
2007,FRANKLIN,CHAMBERSBURG HSP,1492,452,149,17
2007,FRANKLIN,WAYNESBORO HSP,497,117,47,10
2007,FULTON,FULTON COUNTY MEDICAL CENTER,1,0,0,0
2007,HUNTINGDON,J C BLAIR MEMORIAL HSP,349,84,40,9
2007,INDIANA,INDIANA REGIONAL MEDICAL CENTER,631,143,52,15
2007,JEFFERSON,PUNXSUTAWNEY AREA HSP,152,49,20,1
2007,LACKAWANNA,COMMUNITY MEDICAL CENTER,340,95,38,2
2007,LACKAWANNA,MERCY HSP SCRANTON,239,54,11,6
2007,LACKAWANNA,MOSES TAYLOR HSP,2360,875,313,21
2007,LANCASTER,EPHRATA COMMUNITY HSP,827,235,80,32
2007,LANCASTER,HEART OF LANCASTER REG MEDICAL CENTER,245,87,18,0
2007,LANCASTER,LANCASTER GENERAL HSP,5168,1517,617,85
2007,LAWRENCE,ELLWOOD CITY HSP,297,110,31,2
2007,LAWRENCE,JAMESON MEMORIAL HSP,413,109,32,1
2007,LEBANON,GOOD SAMARITAN HSP,1005,286,120,17
2007,LEHIGH,LEHIGH VALLEY HSP,3716,996,291,103
2007,LEHIGH,SACRED HEART HSP,383,135,56,5
2007,LEHIGH,ST LUKE'S HSP ALLENTOWN,1559,518,206,31
2007,LEHIGH,ST LUKE'S HSP BETHLEHEM,2896,916,309,71
2007,LUZERNE,GEISINGER WYOMING VALLEY,952,431,182,9
2007,LUZERNE,HAZLETON GENERAL HSP,635,205,88,7
2007,LUZERNE,NESBITT MEMORIAL HSP,1523,542,160,15
2007,LYCOMING,WILLIAMSPORT HSP & MEDICAL CENTER,1202,422,191,13
2007,MCKEAN,BRADFORD REGIONAL MEDICAL CENTER,320,132,47,0
2007,MCKEAN,KANE COMMUNITY HSP,2,0,0,0
2007,MERCER,GROVE CITY MEDICAL CENTER,270,87,25,0
2007,MERCER,SHARON REGIONAL HEALTH SYSTEM,410,106,47,11
2007,MERCER,SHENANGO VALLEY MEDICAL CENTER,611,167,56,13
2007,MERCER,UPMC HORIZON,90,36,15,1
2007,MIFFLIN,LEWISTOWN HSP,557,185,78,16
2007,MONROE,POCONO MEDICAL CENTER,771,180,68,15
2007,MONTGOMERY,ABINGTON MEMORIAL HSP,5012,1727,666,76
2007,MONTGOMERY,CENTRAL MONTGOMERY MEDICAL CENTER,393,122,42,3
2007,MONTGOMERY,MAIN LINE HSP LANKENAU,2266,940,338,16
2007,MONTGOMERY,MERCY SUBURBAN HSP NORRISTOWN,653,207,58,4
2007,MONTGOMERY,MONTGOMERY HSP,637,238,76,7
2007,MONTGOMERY,POTTSTOWN MEMORIAL MEDICAL CENTER,755,213,77,12
2007,MONTOUR,GEISINGER MEDICAL CENTER,1763,632,172,18
2007,NORTHAMPTON,EASTON HSP,515,147,45,3
2007,NORTHUMBERLAND,SHAMOKIN AREA COMMUNITY HSP,1,0,0,0
2007,PHILADELPHIA,ALBERT EINSTEIN MEDICAL CENTER,2777,744,257,63
2007,PHILADELPHIA,CHESTNUT HILL HSP,1127,260,2,1
2007,PHILADELPHIA,CHILDRENS HSP OF PHILADELPHIA,16,16,0,0
2007,PHILADELPHIA,EPISCOPAL HSP,1,0,0,0
2007,PHILADELPHIA,HAHNEMANN UNIVERSITY HSP,2151,568,106,36
2007,PHILADELPHIA,HSP OF THE UNIVERSITY OF PA,3750,1026,362,118
2007,PHILADELPHIA,JEANES HSP,599,178,65,1
2007,PHILADELPHIA,METHODIST HSP,1,0,0,0
2007,PHILADELPHIA,NAZARETH HSP,2,0,0,0
2007,PHILADELPHIA,NORTHEASTERN HSP,1607,359,158,17
2007,PHILADELPHIA,PA HSP OF THE UNIVER OF PA HEALTH SYS,5104,1937,636,93
2007,PHILADELPHIA,TEMPLE UNIVERSITY HSP,2817,848,158,33
2007,PHILADELPHIA,THOMAS JEFFERSON UNIVERSITY HSP,2186,711,267,55
2007,POTTER,CHARLES COLE MEMORIAL HSP,291,60,28,4
2007,SCHUYLKILL,SCHUYLKILL MEDICAL CTR-S JACKSON ST,1162,431,142,6
2007,SCHUYLKILL,ST CATHERINE MED CTR FOUNTAIN SPRINGS,1,0,0,0
2007,SOMERSET,SOMERSET HSP,420,96,25,5
2007,SOMERSET,WINDBER HSP,282,74,36,1
2007,SUSQUEHANNA,BARNES-KASSON COUNTY HSP,65,22,7,0
2007,TIOGA,SOLDIERS & SAILORS MEMORIAL HSP,298,88,32,0
2007,UNION,EVANGELICAL COMMUNITY HSP,1028,359,162,27
2007,VENANGO,UPMC NORTHWEST SENECA,482,133,41,5
2007,WARREN,WARREN GENERAL HSP,330,107,49,1
2007,WASHINGTON,MONONGAHELA VALLEY HSP,193,61,18,2
2007,WASHINGTON,WASHINGTON HSP,1167,259,98,26
2007,WAYNE,WAYNE MEMORIAL HSP,358,89,36,2
2007,WESTMORELAND,EXCELA HEALTH LATROBE HSP,554,146,39,13
2007,WESTMORELAND,EXCELA HEALTH WESTMORELAND REG HSP,1235,261,108,13
2007,WESTMORELAND,MERCY JEANNETTE HSP,375,112,30,8
2007,WYOMING,TYLER MEMORIAL HSP,278,127,32,1
2007,YORK,HANOVER HSP,688,193,71,1
2007,YORK,MEMORIAL HSP YORK,845,199,82,2
2007,YORK,YORK HSP,2997,969,341,60
2007,NA,FREESTANDING BIRTHING CTR,1189,0,0,14
2007,NA,OTHER**,2616,0,0,120
2006,STATE TOTAL,NA,148510,44110,14501,2316
2006,ADAMS,GETTYSBURG HSP,567,160,62,1
2006,ALLEGHENY,ALLEGHENY GENERAL HSP,1318,625,218,24
2006,ALLEGHENY,ALLE-KISKI MEDICAL CENTER,258,66,33,7
2006,ALLEGHENY,MAGEE WOMENS HSP OF UPMC HEALTH SYS,9002,2464,560,168
2006,ALLEGHENY,MERCY HSP OF PITTSBURGH,1606,518,159,12
2006,ALLEGHENY,OHIO VALLEY GENERAL HSP,321,127,30,0
2006,ALLEGHENY,SEWICKLEY VALLEY HSP,827,280,59,9
2006,ALLEGHENY,ST CLAIR MEMORIAL HSP,1181,404,94,8
2006,ALLEGHENY,UPMC PASSAVANT,2,0,0,0
2006,ALLEGHENY,WESTERN PA HSP FORBES REGIONAL CAMPUS,907,308,82,8
2006,ALLEGHENY,WESTERN PENNSYLVANIA HSP,2226,716,245,48
2006,ARMSTRONG,ARMSTRONG COUNTY MEMORIAL HSP,723,239,85,11
2006,BEAVER,ALIQUIPPA COMMUNITY HSP,1,0,0,0
2006,BEAVER,MEDICAL CENTER BEAVER,1172,317,81,17
2006,BEDFORD,UPMC BEDFORD,238,89,27,0
2006,BERKS,READING HSP & MEDICAL CENTER,3534,971,383,107
2006,BERKS,ST JOSEPH MEDICAL CENTER READING,748,189,60,14
2006,BLAIR,ALTOONA REGIONAL HEALTH SYSTEM,1232,340,120,19
2006,BLAIR,NASON HSP,549,144,53,10
2006,BLAIR,TYRONE HSP,70,31,9,0
2006,BRADFORD,MEMORIAL HSP INC TOWANDA,231,89,30,1
2006,BRADFORD,ROBERT PACKER HSP,752,140,33,8
2006,BUCKS,DOYLESTOWN HSP,1308,457,191,5
2006,BUCKS,GRAND VIEW HSP,1345,450,138,3
2006,BUCKS,LOWER BUCKS HSP,911,373,126,14
2006,BUCKS,ST MARY MEDICAL CENTER,1585,597,200,7
2006,BUTLER,BUTLER MEMORIAL HSP,821,205,79,9
2006,CAMBRIA,CONEMAUGH VALLEY MEMORIAL HSP,1378,365,145,15
2006,CARBON,GNADEN HUETTEN MEMORIAL HSP,470,135,55,6
2006,CARBON,PALMERTON HSP,2,0,0,0
2006,CENTRE,MOUNT NITTANY MEDICAL CENTER,1319,303,119,12
2006,CENTRE,PHILIPSBURG AREA HSP,1,0,0,0
2006,CHESTER,BRANDYWINE HSP,279,84,17,2
2006,CHESTER,CHESTER COUNTY HSP,2333,634,284,46
2006,CHESTER,JENNERSVILLE REGIONAL HSP,483,104,41,12
2006,CHESTER,MAIN LINE HSP PAOLI,2347,835,292,19
2006,CHESTER,PHOENIXVILLE HSP COMPANY LLC,1037,255,97,32
2006,CLARION,CLARION HSP,344,182,80,0
2006,CLEARFIELD,CLEARFIELD HSP,244,95,37,3
2006,CLEARFIELD,DUBOIS REGIONAL MEDICAL CENTER,983,301,100,6
2006,CLINTON,BUCKTAIL MEDICAL CENTER,1,0,0,0
2006,CLINTON,LOCK HAVEN HSP,367,102,24,1
2006,COLUMBIA,BERWICK HSP CENTER,128,57,26,1
2006,COLUMBIA,BLOOMSBURG HSP,311,97,34,4
2006,CRAWFORD,MEADVILLE MEDICAL CENTER,544,164,46,1
2006,CUMBERLAND,CARLISLE REGIONAL MEDICAL CENTER,397,112,29,1
